worker	sentence	label
worker51	#0549	31 people have some physical disabilities
worker51	#0368	We will invite opinions as follows
worker51	#0332	We will assist daily living with those who need nursing care
worker51	#0681	Directory access error occurs
worker51	#0074	Children's representatives greeted their parents and grandparents
worker51	#0520	The current medical system is very problematic
worker51	#0384	I am thinking of two concrete ways
worker51	#0404	We must consider the mechanism of society where guns can not be obtained
worker51	#0611	Always free to work at any time
worker51	#0169	Yamada and Sato practice singing together
worker51	#0692	Such a person sometimes comes on the television
worker51	#0770	There are few such places in the vicinity
worker51	#0626	Easy change of password
worker51	#0396	Consider environmental issues and the future direction
worker51	#0042	A certain passport's remaining period is required
worker53	#0724	More than a thousand consultations has already arrived to me from all over the country.
worker53	#0294	There are many cases that it is not appreciated on the spot.
worker53	#0363	Our company has set up the venue.
worker53	#0534	It has a certain influence on the policy of the US government.
worker53	#0143	He gives a good morning kiss on her lips.
worker53	#0575	A person who understands others must be wiser.
worker53	#0320	He does not hesitate to speak up his opinions to his teachers and friends.
worker53	#0309	More than 80% of restaurants use their own made noodles.
worker53	#0010	I suppose that the work is from around the Momoyama period.
worker53	#0141	Four people notified Mayor Yamada that they have received awards yesterday.
worker51	#0282	There are such words in the Bible
worker51	#0326	It is him who principally conducts improvement research on processing technology
worker51	#0769	There are countless examples of memorizing meanings by mistake
worker51	#0325	He worked in an area of over 60 countries for nearly 10 years
worker51	#0361	He conducts business consulting services for small business
worker51	#0357	It will automatically calculate the end time
worker51	#0654	He leaves the room as soon as he stands up
worker51	#0710	It is affected by the Mediterranean culture
worker51	#0621	You can easily daily calorie calculation
worker51	#0418	For more information, please look at the company's website
worker53	#0469	He gazed outside through the cafe window.
worker53	#0692	This type of people appear on TV sometimes.
worker53	#0340	In case of too many applicants, he will coordinate the schedule.
worker53	#0330	We shall support and act proactively for the locals.
worker53	#0015	I have always admired him and would like him to stay the same.  
worker53	#0378	For people, who actually use the product, I will advise how to use it.
worker53	#0344	He practises an hour and a half in the gym. 
worker53	#0731	Water colour painting class was interviewed by a magazine.
worker53	#0418	Please refer to the homepage for more details.
worker53	#0380	He comes up with the ideas about how to go on diet.
worker24	#0654	He stands up and walks out of the room after that.
worker24	#0514	Major European logistics companies comprise many British enterprises.
worker24	#0422	Last night he had an old dream for the first time in a while.
worker24	#0332	We provide daily life assistance for those who need care.
worker24	#0326	He mainly performs the improvement research on the processing technology.
worker24	#0244	It has a very strong effect on cavity prevention.
worker24	#0111	He helps cooking supper and making sweets together.
worker24	#0541	One software has both of the functions.
worker24	#0350	We never fail to confirm the order details with whom placed an order.
worker24	#0717	I was reported that the operation of the Public Transportation Priority System has been launched.
worker53	#0540	Japan has the most advanced technology.
worker53	#0676	After work he got out at his local station.. 
worker53	#0404	We should think of a social system where a gun is not easily obtainable.
worker53	#0308	Mr Yamada said it to me with a relief. 
worker53	#0627	The restaurant offers cosy atmosphere.
worker53	#0235	Mrs Yamada consulted her son's teacher.
worker53	#0334	He will continue to update the blog system.
worker53	#0063	The budget is two hundred and two million eight hundred forty thousand Japanese yen.
worker53	#0536	It has a huge meaning for Yamada.
worker53	#0011	I suppose that the movie is from the beginning of Showa period.
worker54	#0135	A number of people took a commemoration photography
worker54	#0270	I have the aptitude I come to prefer the person　who act committed
worker54	#0368	An opinion is invited as follows
worker54	#0345	Beforehand I arrange with an entertainment organizer at this Mansion
worker54	#0288	In a committee there was report of a purport to make it complete during the current fiscal year
worker54	#0407	Cows gaze at us by a big eye
worker54	#0328	At a university the following enterprises are mainly undertaken
worker54	#0038	The people who suffered from dementia areliving together
worker54	#0278	All over the country, the place where the famous place of autumnal leaves serves as a stage of the Noh play is plentifully
worker54	#0527	The movie had many tick erotically scenes
worker55	#0746	Both labor and management are restricted by the limit of period.
worker55	#0400	He is considering its purchase seriously.
worker55	#0042	It requires a certain remaining period of a passport.
worker55	#0324	Weather conditions are the state in which the selected item is greater than set value.
worker55	#0151	We do not sell any items to those who live in European area.
worker55	#0584	Almost everybody spared time  for meditation.
worker55	#0282	There is such a phrase in the Bible.
worker55	#0705	You have to receive a permission from the mayor in advance when you place an advertisement.
worker55	#0285	With no doubt, the whole responsibility rests on the clinic and me as a director.
worker55	#0553	It has almost same performance with asphalt mixture.
worker53	#0744	It has been supported by women in their 30s.
worker53	#0361	He gives consultations for small/medium sized business managements.
worker53	#0223	Person, who believes that he can do everything perfectly, fails.
worker53	#0377	Our stuff gives engine support on the day.
worker53	#0773	It is impossible that this kind of  guy is employed by such insititution.
worker53	#0628	I have not managed to update my blog recently.
worker53	#0320	He dares to say his opinions to his teachers and friends.
worker53	#0297	There are two types of exemptions for the National health insurance tax.
worker53	#0169	Yamada and Sato practise songs together.
worker53	#0616	Only people with certificate for a long term care can receive services from outside care providers.
worker53	#0327	He will check on blood pressure and medication regularly.
worker53	#0611	You could act freely in realtime.
worker53	#0067	The aim is for development of medical research and improvement of the clinical level. 
worker53	#0394	The plan is on the 4th of December, I think.
worker53	#0049	You have reduced the time of the transfer to a second.
worker53	#0099	It is targeted to welcome secret cross-dressers.
worker53	#0336	The professor gave a keynote lecture on this subject.
worker53	#0384	I am thinking of two ways of doing it. 
worker53	#0726	It has been appointed for the direct transfer of authority by other prefectures for the first time.
worker53	#0620	You can experience how to make Ramen.
worker55	#0070	People of committee did say-hello campaign.
worker55	#0204	Those who know nothing about house building do such calculation.
worker55	#0221	People of left wing and the anti-Establishment group had a discussion.
worker55	#0681	Get an error of directory access.
worker55	#0171	Mr./Ms. Yamada and the sound technician adjusted the time and so forth.
worker55	#0457	It's like watching a scene of a movie.
worker55	#0370	He will make a proposal of business system for corporates.
worker55	#0719	I have that question from many people.
worker55	#0156	We offer the service in order to reduce the burden of family.
worker55	#0283	It has a function of improving the blood circulation.
worker20	#0476	It's just the right balance if it stick out a little.
worker20	#0428	He watched the current news after a long time. 
worker20	#0074	The representative of children expressed their gratitude for their parents and grandparents.
worker20	#0209	The crafty people pretend to be a silly person.
worker20	#0271	There's a wide variety of the method of encoding.
worker20	#0341	He'll change the function and correct the status sometimes.
worker20	#0646	Each person went home very satisfied. 
worker20	#0189	We set a submission deadline of plans within a year.  
worker20	#0347	He does the development of business brand and the consultation.
worker20	#0393	He seriously thought that he has career change to nearby company.
worker53	#0702	It receives inspections by local authorities regularly. 
worker53	#0240	Many students work part time.
worker53	#0631	Finally the time comes for sorting them out during holidays. 
worker53	#0360	We will do the services mentioned below for the employees.
worker53	#0548	Many people have negative image for that word.
worker53	#0342	A discussion must be made prior to it.
worker53	#0331	We will offer information for infectious diseases and related medical information for medical stuff.
worker53	#0545	A tree has the characters of both male and female.
worker53	#0704	She received an operation for the breast cancer five years ago in university hospital.
worker53	#0364	It is prohibited to act as stated below after the agreement to use this service.
worker55	#0337	He considers the method of implementation for the seminar.
worker55	#0466	All kinds of people are checking this blog.
worker55	#0562	He has two things which she likes.
worker55	#0622	We are capable treat patients for chronic pain and cancer pain.
worker55	#0546	It has a similar structure with female hormone of human-beings.
worker55	#0193	It is him that will apply to the mayor for a prior consultation.
worker55	#0532	It has much power to affect earnings. 
worker55	#0761	There is no need for me to have such a wheelchair.
worker55	#0567	Each of them has the atomosphere of its era.
worker55	#0386	All that is left is what its readers would think.
worker53	#0354	He evaluated the material properties and lifetime characteristics.
worker53	#0520	The current medical system has great amount of problems.
worker53	#0572	Our company has provided services for many entertainment and business premises for more than thirty years.
worker53	#0233	56% of Splenectomy is done by five year olds. 
worker53	#0782	Appreciation of autonomy is not well understood in Japan.
worker53	#0029	He made a deadline for submitting the plan within a year.
worker53	#0083	A certified diamond appraiser is going to do the examination.
worker53	#0549	Thirty one people have some kind of disability.
worker53	#0351	He will check your state of health first every morning. 
worker53	#0529	I was intrigued by soft touch to my tooth.
worker56	#0366	The staff will explain the fee system and the services to the new customers.
worker56	#0371	Education renewal committee gave seven proposals.
worker56	#0663	Getting small changes makes me happy for some reason.
worker56	#0357	It will automatically calculate when it will be finished.
worker56	#0539	He doesn't have so much knowledge.
worker56	#0635	The comment is hard to be written.
worker56	#0353	The city office is selling their administrative documents.
worker56	#0700	Unless you know the timing, the speed won't increase at all.
worker56	#0530	We should concern about the social problems more.
worker56	#0284	We certainly are responsible for the confidentiality.
worker20	#0143	He give her a morning kiss on the her lips.
worker20	#0721	Almost people suffered some damage.
worker20	#0564	It has great odor eliminating effect. 
worker20	#0724	I've already received more than one thousand consultations. 
worker20	#0373	The manager quickly deletes personal information.
worker20	#0440	I watched an evening TV gossip show after a long time.
worker20	#0157	The two actresses fascinated male fans' heart.
worker20	#0325	He had done activity at areas of more than 60 countries for approximately 10 years. 
worker20	#0399	Our company considers residency and family health.
worker20	#0196	More than 15 million people travel abroad. 
worker57	#0658	When seeing beautiful scenery, I cannot help heaving a sigh.
worker57	#0256	It has nothing to do with whether we let you join our group.
worker57	#0218	The submission period of tax clearance certificate is from 1st to 15th.
worker57	#0555	It had a history of 90 years.
worker57	#0232	I am already excited as a fun of pacific league now.
worker57	#0583	All people does not still have his or her own website.
worker57	#0273	We have still some time until meeting time.
worker57	#0452	He looks at the messages on the email pen pal board.
worker57	#0249	In case of the second stage syphilis symptoms, all people is at the risk of infection.
worker57	#0105	He is working on a job related to scaffolding at a construction company.
worker41	#0383	I always thinking such a thing.
worker41	#0739	We must accept that town leader decided.
worker41	#0728	2707 countries were given important tangible folk cultural property.
worker41	#0534	It have Influence to decide The US government.
worker41	#0318	Midway leave people says under 15 years joiner and under 60 years old man. 
worker41	#0624	Anonymous one can't get after service.
worker41	#0359	Computer program will buy a stock and sale a stock automatically.
worker41	#0774	The person himself doesn't have such a feeling.
worker41	#0066	Our staff help you to make a production.
worker41	#0079	Many company make a phone call me to please.
worker24	#0230	Someone who saw it warned.
worker24	#0561	Each of them has its own characteristic.
worker24	#0375	Culture-related circles exhibit their works.
worker24	#0106	Set the product to the factory setting.
worker24	#0462	He saw the pc screen over Yamada's shoulder.
worker24	#0619	If use use this, the date and the delivery time can be specified.
worker24	#0396	Think about challenges and future directions about environmental issues.
worker24	#0601	Hotel reservation can be made easily in Japanese from Japan.
worker24	#0710	It is affected by the Mediterranean culture, and so forth. 
worker24	#0307	He said to me clearly what he is going to do.
worker53	#0158	Contract is placed by the company doing the shopping.
worker53	#0560	Everyone obtains certificate for the first-class technician. 
worker53	#0173	Consumers apply for the membership to credit card companies.
worker53	#0617	A weekly schedule setting is easily adjustable.
worker53	#0626	You can change the password easily.
worker53	#0526	Many contents were ready for use in a class room.
worker53	#0694	A similar scene appeared in a film.
worker53	#0381	Municipality must consider first how to make the happiness.
worker53	#0769	There are endless examples of meanings memorised incorrectly.
worker53	#0538	Every child has such a sensitivity.
worker7	#0348	For registrateting the data, first you categorize the information.
worker7	#0474	The clock’s second hand sound makes me feel good.
worker7	#0588	Each has a unique taste and smell.
worker7	#0747	Many people have a benefit from this service.
worker7	#0709	To be a player, the person will get 12 months trainees.
worker7	#0279	Mr. Yamada said it was hard for him to do.
worker7	#0185	The persons in front of me are expecting.
worker7	#0052	The 2nd junior high school students had a work experience. 
worker7	#0737	56% of companies got financing for funds.
worker7	#0298	Most of this islands have the thing such as it.
worker58	#0745	He was honored as the Contributor to Disaster Prevention by the Prime Minister.
worker58	#0707	He received the approval of the mayor in advance.
worker58	#0339	The hazardous places have continuously been fixed by the professionals.  
worker58	#0531	Such a kind of person often has confidence in themselves.
worker58	#0374	He will conduct the prescribed examination of the admission qualification.
worker58	#0455	The neighbor saw the child was being kidnapped.
worker58	#0643	I could not understand what was happening then. 
worker58	#0010	I think that the work was created in around the Momoyama period.
worker58	#0716	He was informed about the details of the class from Mr./Ms. Yamada.
worker58	#0329	We will perform all related tasks besides that.
worker7	#0733	I got that people who are in front of reality would win. 
worker7	#0612	When I arrive at the store before 11am, almost 30 people made a line.
worker7	#0333	He made an old toy with me.
worker7	#0414	More educational products for kids.
worker7	#0018	It is regrettable for me to take 50 hours.
worker7	#0195	1st year students studied how to play merodic harmonica.
worker7	#0621	You can easily caluculate your daily calories.
worker7	#0673	The temperatures reached about 40 degrees.
worker7	#0181	I felt dizzy by my boss’s strong message.
worker7	#0592	Not all person have their own mobile phone.
worker24	#0586	He hardly had any accurate information.
worker24	#0365	He will hold a sit-in in front of the Diet and seeking-behavior of petition members of the Diet from 11 to 1.
worker24	#0566	Certain volatile substance has germination inhibition effects.
worker24	#0571	Employees will keep having such recognition.
worker24	#0494	This type has the best balance of sugar content and acidity.
worker24	#0268	As far as the Japanese food is concerned, I have a safe image.
worker24	#0296	The costs of index creation and retrieval form a trade-off relationship.
worker24	#0590	Anybody had hoped for the future of the game industry.
worker24	#0220	Most people do action training.
worker24	#0585	He was fully covered in a leather clothes and held a camera in his hand.
worker53	#0100	People interested in Africa exchange information and their opinions.
worker53	#0034	30.2% people refer to salesman's opinion.
worker53	#0265	The store is one hour drive away.
worker53	#0309	8 out of 10 restaurants use their own noodles.
worker53	#0005	I think that Mr Yamada is likeable person by many people.  
worker53	#0551	Myself has a child in the same age group.
worker53	#0408	Tentatively he is going to see the parents day.
worker53	#0392	Each person has awareness of current education.
worker53	#0558	It makes huge difference to our way of live.
worker53	#0294	There are many cases that it is not appreciated on the spot.
worker51	#0718	First, he receives a request for work from a company
worker51	#0543	A firm grip on the idea of themselves in their own
worker51	#0413	He saw the other works by this author in July
worker51	#0688	A person who has had a passive life comes into society
worker51	#0215	It is him who requests information from each insurance company
worker51	#0363	It is our company that set up the venue
worker51	#0335	It is him who made the presentation for 18 minutes in that title
worker51	#0302	There are many achievements in business system development
worker51	#0129	The staff in charge will hold a meeting with the craftsman
worker51	#0451	He sees, more items in this category
worker20	#0575	Those who realize everything should have room in one's heart.
worker20	#0338	He actively sends and exchanges the information of regional child care.
worker20	#0352	Our company makes original embroidery emblem and manufactures and sales embroidery goods.
worker20	#0488	It's absolutely better for someone who are buying.
worker20	#0649	I seldom have any symptoms of hay fever. 
worker20	#0290	This page has two pieces of information.
worker20	#0770	There are few places like that around here.
worker20	#0141	Four people reported their achieving awards to Mayor Yamada yesterday. 
worker20	#0615	We can easily access the internet with cordless by mobile phone.
worker20	#0556	I'll take responsibility for their behavior.
worker53	#0673	A fever reached nearly 40 Celsius at once.
worker53	#0663	I, somehow, feel happier when I have coin in my hand.
worker53	#0571	Stuff will continue to be aware of a recognition such as that. 
worker53	#0549	Thirty one people have some kind of disability.
worker53	#0015	I admire him and wish him to stay the same.
worker53	#0265	The store is one hour drive away.
worker53	#0649	I do not suffer from symptoms of hay fever.
worker53	#0488	That is highly recommended for people buying it now or later. 
worker53	#0336	Professor gave a keynote lecture on this subject.
worker53	#0737	56% organisations received funds. 
worker59	#0531	That sort of people have absolute confidence in themselves.
worker59	#0540	Japan has leading edge technologies.
worker59	#0586	He had very little accurate information.
worker59	#0282	There are sayings like this in the Bible.
worker59	#0474	The tick of the second hand sounds nice to me.
worker59	#0617	A weekly schedule can be set up easily.
worker59	#0158	The shopping company signs the contract.
worker59	#0350	We always ask our customers to confirm their orders.
worker59	#0628	I haven't been able to update my blog recently.
worker59	#0368	We would like to solicit your opinions as described below.
worker60	#0018	I feel it is the waste of time if it takes fifty hours.
worker60	#0141	Yesterday, four people reported the award that they had received to Mr. Yamada, a mayor.
worker60	#0476	It is nicely balanced by sticking out .
worker60	#0774	The person himself or herself had no intension.
worker60	#0726	It is the Japan's first that the authority is directly transferred by prefectures.
worker60	#0718	Firstly, he get job offers from companies.
worker60	#0335	He had made a speech for eighteen minutes in spite of that title.
worker60	#0143	He gives his girlfriend a good morning kiss.
worker60	#0545	One tree has both male and female characteristics.
worker60	#0181	The boss's powerful words were dizzying.
worker61	#0324	Weather conditions refer to situations where the items selected are greater than their settings.
worker61	#0457	It feels like watching a scene from a movie.
worker61	#0371	The Education Rebuilding Council has made seven proposals.
worker61	#0348	To register data, register information categories first.
worker61	#0352	Our company manufactures its original embroidered cloth patches, in addition to manufacturing and selling other embroidered products.
worker61	#0129	The staff members in charge hold preliminary discussions with artisans.
worker61	#0215	He requests each insurance company to provide brochures.
worker61	#0536	That means a lot to Yamada.
worker61	#0558	That has much bearing on our lives.
worker61	#0342	Prior consultation is a must.
worker58	#0428	He saw the latest news for the first time in a while.
worker58	#0564	It has a quite good deodorizing effect.  
worker58	#0562	He has two things which she likes.
worker58	#0302	We have much experience in developing systems for business.
worker58	#0704	She had underwent a breast cancer surgery at the university hospital five years ago. 
worker58	#0285	Indeed, the hospital as well as I, as the director, are responsible for all of this.
worker58	#0373	The administrator will remove the personal information immediately.
worker58	#0296	The cost for preparing the index and the cost for searching are in the trade-off relationship.
worker58	#0010	I think that the work was created around the Momoyama period.
worker58	#0221	Left-wings and dissidents had a talk.
worker58	#0514	Many of the leading logistics company in Europe are British companies.  
worker58	#0029	He has set the deadline of the blueprint within a year. 
worker58	#0530	You should pay more attention to social issues.
worker58	#0396	Think about the challenges and the future direction of the environmental issues. 
worker58	#0326	The research to improve the processing technology will be conducted mainly by him.
worker58	#0005	I think that Yamada is a favorable person.
worker58	#0111	He will help us with making dinner and sweets.
worker58	#0083	The examination will be conducted by a qualified diamond appraiser.
worker58	#0643	I could not understand what was happening then.
worker58	#0583	Not all people have yet to own their websites.
worker62	#0782	Spiritual culture nurturing autonomy is not yet in Japan
worker62	#0378	I will give advice on how to use for those actually using it
worker62	#0551	I have a child of the same age
worker62	#0334	He continually improves the blogging system
worker62	#0270	I have a tendency to like people who act committed
worker62	#0173	Consumer subscribes to credit card company
worker62	#0440	I have seen a wide show in the evening for the first time in a long time.
worker62	#0363	Our company set up the venue
worker62	#0333	He made old toy together.
worker62	#0744	It has received much support from women in their thirties
worker59	#0692	People like that appear on TV show sometimes.
worker59	#0601	You can easily book a hotel room from Japan in Japanese.
worker59	#0694	There was a similar scene in the movie.
worker59	#0151	We do not sell our products to the residents of Europe.
worker59	#0719	Many people ask me the same question.
worker59	#0538	Every child has that kind of sensibility.
worker59	#0592	Not that everybody has a mobile phone.
worker59	#0462	He looked at the computer screen over Yamada's shoulders.
worker59	#0328	The following projects are mainly performed at universities.
worker59	#0318	Dropouts are those who have been a part for less than 15 years and are under the age of 60.
worker7	#0721	Most people got something damage.
worker7	#0556	I am responsibility for what they are doing.
worker7	#0747	Many people get profits from the service.
worker7	#0364	It is prohibited to do below in providing this service.
worker7	#0290	This page has two information.
worker7	#0338	He is doing a job distribution of regional child care information.
worker7	#0220	Most people have a training of action.
worker7	#0619	If you use it, you can reserve the delivery date and time.
worker7	#0567	Each has a atmosphere of each era.
worker7	#0620	You can actually experience how to make a ramen
worker63	#0204	That people who dosen’t know anything about builting house calculates just like this.
worker63	#0294	There are many cases not to be evaluated on the spot.
worker63	#0393	He thought about changing the job to the nearby company seriously.
worker63	#0584	Most people has meditation time.
worker63	#0681	Directory access happens.
worker63	#0469	He looked the outside by the window in a cafe.
worker63	#0626	You can change your password easily.
worker63	#0244	It is very effective for caries prevention.
worker63	#0422	Last night he had a old dream for the first time in a while.
worker63	#0235	Mr.Yamada ‘s mother consulted the teacher.
worker44	#0185	People around me are expecting to me.
worker44	#0366	Our staff will explain to new customers about the fee and our service.
worker44	#0716	He gets explanation about classes from Mr.(Ms.)Yamada.
worker44	#0561	Each has defferent characters.
worker44	#0357	That culculates finising time automatically.
worker44	#0588	Each has their characters in flavor and fragrance.
worker44	#0658	I cannnot stop comming out admiring voice with beautiful view.
worker44	#0529	I was very interested in soft chewing.
worker44	#0066	The staff will help you to make your work.
worker44	#0455	The neighbor saw the child was taken away.
worker10	#0340	In case of a lot of applicant he adjustment the schedule.
worker10	#0394	I think December 4th as a plan.
worker10	#0585	He worn leather clothes in whole body and had a camera in his hand.
worker10	#0052	Second grade student in junior high school conducted work experience.
worker10	#0392	Each one think an ideal way of education once more.
worker10	#0399	Our company thinks house and family health.
worker10	#0320	He says his opinion clearly to teachers and friends.
worker10	#0702	Periodically, receive inspection of local government facility.
worker10	#0400	He thinks purchasing it seriously.
worker10	#0325	He conducted actions about 10 years in regions more than 60 countries.
worker64	#0575	The one who understand about it are more generous than who not.
worker64	#0171	Mr,Yamada managed the time with the person in charges of sound.
worker64	#0344	He is going to rehearse for one and half hour in the gymnastic hall.
worker64	#0135	many people took a commemorative photo.
worker64	#0196	Over 15million people travel abroad.
worker64	#0297	There are two systems on a reduction and exception in the tax for national health insurance.
worker64	#0268	I would associate Japanese food with safety.
worker64	#0731	The water colored class has had interviewed by a magazine.
worker64	#0539	He does`t have knowledge about it very much.
worker64	#0157	Two actresses are so attractive to male funs that the funs couldn`t take their eyes off of them.
worker10	#0233	56% by 5 years old conducted pancreatectomy.
worker10	#0733	I received feeling that person who comes in front of me is winner in reality.
worker10	#0209	Crafty person pretends to be a admiral of idiot.
worker10	#0042	Remained fixed period of passport is required.
worker10	#0746	Both labor and management are received restriction of period.
worker10	#0546	Its has structure similar to female hormone.
worker10	#0308	Yamada said me just as relieved.
worker10	#0347	He conducts business brand development and consulting of company.
worker10	#0611	Its possible to do activity freely in real-time.
worker10	#0724	I'm already received consultation over 1000 from whole country.
worker44	#0218	The period for sending tax numbers is from the 1st until the 15th.
worker44	#0383	I am always thinking about such a thing. 
worker44	#0375	There is an exihition by the culture circle.
worker44	#0627	We can have a meal in calm atomosphere at that restaurant.
worker44	#0534	That has certain influences for US government's policy dicision.
worker44	#0773	It cannot happen that such a miserable youth belong to the organisation like that.
worker44	#0271	There are many kinds of way for encoding.
worker44	#0527	That film had a lot of erotic scenes.
worker44	#0710	It is influenced by Mediterranean culture.
worker44	#0451	He will check products of this category more.
worker64	#0063	The total amount of the budget would be 202 million 840 thousand yen.
worker64	#0309	It is said that the restaurants using its own raw noodle are amounted 80percent of whole.
worker64	#0466	It seems like a lot of kind of people has checked  this blog.
worker64	#0635	I can't take a time easily to fill any comment in it.
worker64	#0769	It can`t take examples too much that remembering the words mistakenly.
worker64	#0034	30.2 percent people regard the opinions of a sales persons.
worker64	#0494	This type is the best to keep balance between amount of sugar and sour.
worker64	#0707	He was accepted by mayor in advance.
worker64	#0616	External nursing insurance services is available for everyone who need care giver.
worker64	#0555	That dates back to over 90 years ago.
worker44	#0374	He will do the predetermined entrance examination in advance.
worker44	#0365	He will do the sitting in front of National Assembly and request actions for parliamentarians from 11 o'clock to 1 o'clock..
worker44	#0079	I made a call to many companies to ask a favor.
worker44	#0728	2707 items were designated as the important tangible folk cultural property of the country.
worker44	#0739	This must be decided by Town Mayor.
worker44	#0654	He stood up from the chair,went out from the room.
worker44	#0100	People who are interested in Africa exchange informations and their opinions.
worker44	#0717	I got the report that the priority system for public vehicle started.
worker44	#0386	We just only see how the readers feel.
worker44	#0038	People suffering from dementia live together.
worker62	#0307	I told him clearly what he was going to do
worker62	#0532	It has the power to the extent that it influences sales
worker62	#0341	He will change the function and correct the condition from time to time
worker62	#0407	The cows gaze at us with big eyes
worker62	#0646	We were very satisfied and arrived on our way home
worker62	#0223	People who thought that everything would do perfectly fail
worker62	#0380	I think about the way he diets
worker62	#0543	I have my own ideas firmly
worker62	#0256	It has nothing to do with whether or not to be a companion
worker62	#0195	First grader learned keyboard harmonica
worker65	#0624	If you are anonymous, your subsequent permission will not be allowed.
worker65	#0193	He will apply for preliminary arrangements to the mayor.
worker65	#0621	You can easily calculate your calories everyday.
worker65	#0631	I finally had a time for its clean during vacation.
worker65	#0377	Our staff supports that day’s engine.
worker65	#0381	At first, municipalities have to think about how to make people happy.
worker65	#0189	We basically decided a rule that deadline of plans is within a year.
worker65	#0541	One software has both functions.
worker65	#0011	I think this movie is from the early era of Showa.
worker65	#0676	He went out the ticket gate at the local station on his way home after work.
worker62	#0408	For the time being, he sees the state of the visiting day
worker62	#0284	Of course we have confidentiality obligation
worker62	#0418	For details, please look at the company's website
worker62	#0230	People looking at it took notice
worker62	#0156	We will provide services for the purpose of reducing the burden on our families
worker62	#0106	Set the product settings to factory default settings
worker62	#0553	It has almost the same performance as an asphalt mixture
worker62	#0105	He is working as a foothold in a construction company
worker62	#0169	Yamada and Sato practice singing together
worker62	#0332	We will assist daily living with those who need care
worker62	#0283	It has a function to promote blood circulation
worker62	#0337	He will examine how to implement the seminar
worker62	#0074	Children's representatives greeted their parents and grandparents
worker62	#0359	The program automatically buys and sells stocks
worker62	#0327	He regularly investigates blood pressure control and medication situation
worker62	#0384	Specifically I am thinking of two ways
worker62	#0761	I do not need a wheelchair at all
worker62	#0700	If I miss the timing I can not get any speed
worker62	#0288	At the committee, there was a report to the effect that we wanted completion in the current fiscal year
worker62	#0520	Current medical systems are very problematic
worker62	#0770	There are few such places around here
worker62	#0548	Many people have quite a negative image in their words
worker62	#0705	When you issue advertisements, you must obtain permission from the mayor in advance
worker62	#0298	There is one such thing on most islands
worker62	#0249	In case of syphilis stage 2, there is a risk of infection in all
worker62	#0566	A certain volatile substance has a germination inhibiting action
worker62	#0615	Easy to use a cordless and portable internet connection
worker62	#0240	Many students work part-time
worker62	#0049	You have changed the transfer time to 1 second
worker62	#0572	Our company has over 30 years experience in many entertainment facilities and commercial facilities
worker62	#0709	In order to become a player, I will receive a 12 - month education at school
worker62	#0351	He first checks his health every morning
worker62	#0070	The people of the committee made a speech campaign
worker62	#0099	I will target those who secretly enjoy dressing
worker62	#0273	There is still time until the meeting time
worker62	#0345	The hotel will meet with the organizer of the event in advance
worker62	#0339	Contractor repaired dangerous place at any time
worker62	#0452	He watches a welcome bulletin board posting
worker62	#0279	Mr. Yamada had a story to the effect that it was very hard
worker62	#0414	See more details on early childhood education related products
worker62	#0067	Development of clinical research and improvement of medical treatment level
worker62	#0360	We will provide the following services for employees
worker62	#0526	There were many contents that can be put to class right away
worker62	#0622	Can treat patients with chronic pain, cancer pain
worker62	#0370	He will propose business systems for enterprises
worker62	#0560	Everyone has qualification as a first-class skill
worker62	#0278	There are many places all over the country where the scenery of autumn leaves is the stage of Noh music
worker62	#0331	We will provide infectious disease information and medical information for medical staff
worker62	#0361	He carries out the management consulting services for small and medium-sized enterprises
worker62	#0232	I'm thrilled by the myself of a PA League fan
worker62	#0590	In the future of the game industry, everyone had hope
worker62	#0353	Municipal office is paying distribution of administrative materials
worker62	#0329	We will do all related work besides that
worker62	#0413	He saw other works of this author in July
worker62	#0688	People who have passed passive life come into society
worker62	#0404	We should consider the mechanism of society where guns are hard to obtain
worker62	#0354	He made an assessment of material properties and lifetime characteristics
worker62	#0745	He received the award from the Prime Minister for disaster prevention workers
worker62	#0330	We actively support the local people to support our activities
worker62	#0612	When I went to a shop before 11 o'clock, already nearly 30 people were queuing
worker62	#0339	Contractor repaired dangerous place at any time
worker62	#0324	Weather condition refers to a state in which the selected item is larger than the set value
worker62	#0747	Many people receive the benefits of the service
worker62	#0520	The medical system now is very problematic
worker62	#0621	Easy to calculate calorie everyday
worker62	#0408	For the time being, he sees the state of the visiting day
worker62	#0083	A person qualified as a diamond appraiser will inspect
worker62	#0548	Many people have quite a negative image in their words
worker62	#0566	A certain volatile substance has a germination inhibiting action
worker62	#0558	That has great involvement in our lives
worker62	#0746	Both labor and management receive period restrictions
worker62	#0298	There is one such thing on most islands
worker62	#0649	I almost have no symptoms of hay fever
worker62	#0407	The cows gaze at us with big eyes
worker62	#0196	More than 15 million people travel abroad
worker62	#0169	Yamada and Sato practice singing together
worker62	#0705	When you issue advertisements, you must obtain permission from the mayor in advance
worker62	#0329	We will do all related work besides that
worker62	#0249	In case of syphilis stage 2, there is a risk of infection in all
worker62	#0171	Mr. Yamada and the voice person did the adjustment of time etc
worker44	#0327	He checks blood pressure control and merication situation regularly,
worker44	#0392	Now each of us thinks how the education should be.
worker44	#0538	All children have a sense like that.
worker44	#0626	You can change your password in easy way.
worker44	#0469	He saw the outside world through the window of cafe.
worker44	#0195	the first grade students practice pianica.
worker44	#0396	We think about our challenges and future directions of our environmant issues.
worker44	#0380	We think various ways for him to go on a diet.
